PC1,PC2,PC3,PC4,PC5
0.2676736740688838,0.09859062338017666,-0.44209132010887814,0.06614695719793351,-0.19548625602149547
0.49117061938181145,-0.4045205282314023,-0.41028563267763263,-0.010469172952415229,-0.2762582390360622
0.2989771988398176,-0.0490480959088021,0.015023784859869327,0.0243325832593137,0.018337282479727213
-0.39192997504745225,-0.1875976714738235,0.04042847543166783,0.30755144536151674,-0.3280264544094571
-0.057855686034269604,-0.2703008244231382,0.2632010870252842,-0.3671968151580726,-0.07821018012371986
0.28642474642864996,-0.15207660255363586,0.3564091980511057,0.27876105253027644,-0.29420324320720176
-0.45842661216062286,-0.5460063643376648,0.0633207024886635,0.19339887238433023,-0.08416189552000108
0.16240856935799647,-0.18004223450101137,-0.5388232012698605,-0.008215512506477507,-0.29990904383803363
0.5464192429573358,-0.3861795009766887,-0.3313643939362807,0.24973819825253868,0.1895235663837896
0.10562632479605077,0.4374784041845421,0.1481080547717034,0.08632826333187466,-0.20436353586015552
-0.31797104591779113,-0.4685043785342974,-0.1915359907464016,0.22709276850066978,0.021158071291740188
-0.12692869350130792,0.4398774943134883,-0.06917583973271846,0.03776055886380242,0.01995253719070833
0.04146295112036186,-0.022051683224879826,-0.5053864655712683,-0.0052952738488221684,0.13648124423642166
0.02536955427510945,0.008467235602118706,-0.20647386696055914,0.02107618498894942,-0.19479729009276445
-0.15578733087162122,0.263864767202574,-0.383402610406672,-0.26750275757802505,0.025681628449723437
-0.24487457095428136,0.17563394751407513,0.08061058902074858,-0.0015760809463725711,0.10956208898764425
0.1150729622024847,-0.2651464729891049,-0.06189369277254764,-0.017577669907799298,0.0441850269863544
0.02221034108276826,-0.4800146231897598,-0.0453658279425152,0.28313438706174904,0.017651992995073307
-0.10674433676817013,0.2642326040630204,-0.13816081108027473,0.030364294367334732,-0.05439233694504958
-0.2730765337740675,-0.38470793328837405,0.40268765114498684,-0.006129873139875619,-0.12340910625480442
-0.41312322611654334,0.05024159863231947,-0.3544040001081855,-0.2851187267098054,-0.04730687712634779
-0.16240691128848225,0.4255741424407554,-0.05348628279341028,0.07923586018843154,0.13397981252763708
0.34400019006999766,0.08130070268325207,0.18170948469893067,0.14301724275033462,0.2388306352768002
0.11865890993483624,-0.20011679943053806,0.01794123829065508,-0.35792836912840764,-0.29881705365052336
-0.19790486008654345,-0.32596182152290665,0.3844886752583888,-0.3217501199800611,-0.00933278116167724
-0.3947275232221299,-0.5104704028379047,0.15180524132385154,0.15132999462681745,-0.3140754633891676
0.2867953508703757,0.14807324591159876,-0.07815019734777628,-0.06503246301713717,-0.03748962509026288
-0.4811170666262693,-0.004569740481224938,-0.4821597254362805,-0.021390687892316518,0.22278888412565517
0.190633438847659,-0.018104817472717083,0.06439421630521946,0.007937367572174281,-0.10945693628749845
0.21980795298208772,-0.2989595888570021,-0.2473205593844509,0.3224240068667507,0.2467651497516256
0.2365040181805103,-0.23845413105187135,0.17618180624439228,0.16626074399340623,0.016032136595871327
-0.33952741592404795,0.4252620026522972,-0.03802594494464406,0.1737989918207316,0.01667481736750598
0.14088827863944747,-0.46931974599054116,0.1737457955218792,0.57394639070225,0.13165794593906788
-0.10485108334900345,-0.13971248493706873,0.1607505045562604,-0.25447976227679103,-0.2676757364945485
0.5214188910656694,-0.4128588952051942,0.1724505456526223,0.45158308670322805,-0.193620682648646
-0.02430182675908421,-0.3113277107905409,0.08105004771770363,-0.005640777511577544,-0.0850908818374394
-0.13629484308980017,0.425012335578715,0.1378623962675365,0.10399940251473078,-0.22747147813113217
-0.3218790258511844,-0.38669689101677374,-0.08486318703674539,-0.016854218396024412,-0.02317680897287283
-0.13618921609373263,0.09274062184851106,0.1604508387927116,-0.0007862577122225156,-0.04030082972057286
-0.2543853219628754,-0.18407605369613667,-0.03126581315465804,0.41268217926002887,0.2579620031510625
-0.32418672695769546,0.09775375951258058,-0.1704101745412196,-0.20513743034014004,-0.057532770142977696
0.04565121171885167,0.36264166642053364,0.15456327534266245,0.01032027041694128,0.15429849307639182
-0.27273717569622,-0.2394251753646408,0.054546746094985776,-0.010222759266197146,0.018461201946739225
0.15380634641748053,-0.40360734928235537,0.18034504770117543,0.0032486805839524457,0.017649858958352915
0.006980561878717428,-0.2934214301370386,0.1277180079200977,-0.00955589846875271,-0.20208074311966015
-0.14808472996160899,-0.0881083948625786,-0.47570286778927745,-0.39798606263941044,-0.015255265428829046
-0.22666617266800163,-0.012548047070930601,-0.10688974879601959,0.2275392912767677,-0.11801729648396089
0.08835830600065481,0.46016831698055993,0.3254433767836211,0.31013564206550653,0.012450301800907837
0.09254802302221449,-0.4906920206196112,-0.4363576693972285,-0.2552803197426997,-0.09966559887871493
0.34391612058410187,0.3051567309164408,0.4417928030987247,0.24081485599222513,0.17053174314740516
0.1683002158762636,-0.4029986804219643,0.41165092092472344,0.31558470623939355,-0.05968416419500572
-0.32686838209066166,-0.47056748606957516,-0.4720172768131388,-0.1789511005828209,0.0002853481215430165
-0.20123177610381107,0.14367531893917784,0.15108809304888193,-0.25543462341230405,0.016892909142068036
-0.23528959500374547,0.3755703055655927,-0.22446002893172595,0.5383590394053728,-0.2976658403568434
-0.24896207476722135,-0.22722768613061867,0.28828829467087513,-0.00399437117268131,-0.034802277409492266
-0.46211539922248757,-0.2787323925120557,-0.1412098746728626,-0.2086104572229569,0.14928110745575374
-0.43835628769598767,0.06998790704815261,-0.13458683967277285,0.12750170237983421,0.019054677979197576
0.2569770551069039,0.3069106685166062,0.16239541022025095,0.06969351299582927,0.04447306222526204
-0.16724543843398387,0.35975881491914996,0.20165999995936434,0.10213059542691566,-0.18540868661220905
-0.2858609610441942,-0.27690247814397506,0.1515016151701013,0.3665142582914533,0.19775888165608085
0.19579815749637391,0.2599219354347777,0.03907406433255023,0.11219205859142584,-0.13003407146671123
0.29741538328558664,-0.17617334200338886,-0.34660663578048856,-0.14261217208026106,-0.12195377766106197
-0.4858894763146502,-0.008422216946186944,-0.22309313074535375,-0.18538394847717207,0.044645915852893125
0.3336830812788278,-0.2848235427664995,-0.1822751711020708,-0.07934787350464106,-0.21433185314469316
0.1816637845674604,-0.333139000330253,0.17930963717748682,0.005269342006824496,0.0173708301845229
-0.5368403276444972,0.3733116473323903,-0.2573361321074352,0.2637475240919221,-0.07043251922593435
-0.38967656910988446,-0.009992777297847755,-0.4698295933112143,0.35088178451220126,-0.1096724109726229
0.16242951632706243,-0.4934049568108101,-0.378304206134212,-0.33564145537998247,0.003585312972242405
-0.37284910733646287,0.23753758423916338,-0.5471900955167553,0.26511653186164347,0.04403678152606627
-0.5000480027700077,0.14286473274506817,-0.1012057127350019,-0.346957928246474,0.024836404458224604
-0.4974989197563352,-0.20955490976086305,0.38789670261332476,-0.01030727212599386,0.012823521149888717
-0.353322694690624,-0.09243120365580948,-0.4594930998954481,0.519567499355744,-0.13725392487399482
0.07381382993615176,-0.0302737124307233,0.39592930742556165,0.013827806610104021,-0.2586318066114111
-0.2041796384374137,-0.23908559740011692,0.18294858527253444,-0.1423336892301057,-0.0018271572278902304
-0.2497180500701911,0.45994008866347924,0.13465511837217015,0.2787894559403536,0.19273713016515198
-0.3085710163151939,0.005934021043311755,0.08349657332696003,0.27357646604024416,-0.1546696499811131
-0.06144965056505258,0.40325888964420653,0.26262134029373774,-0.14407614060497076,-0.0810758877708242
-0.0462422192285461,0.06277952173578227,-0.452675360493741,0.22396452227767455,0.023727734978766735
-0.41241307973016866,0.14753699142652266,-0.07041668493054754,0.08431206822904097,0.019707810516097213
-0.006125254671430824,-0.4669940799858403,0.16451797084145947,-0.19493733144652511,0.07791361774991207
-0.3018773129317766,-0.019263054956663583,0.012812557497929089,0.27414377002332485,-0.30998101991321464
-0.27914045271294985,0.20394460851361695,0.27624424951013327,-0.35076355725381664,0.12547757233811524
0.3547733793133668,-0.3621586042695736,-0.4484331071789043,-0.16468092451084682,0.030995544769826744
-0.2759443792616413,0.15859119418387813,0.12294130896458466,-0.1070062488239783,-0.004663456394853105
0.4695215303704828,-0.37304222337873727,0.016851674848230136,0.012914357920863151,0.1814561418172304
-0.3688994760082889,0.2694833314895505,-0.19108104576821044,-0.37311110467382225,-0.045439655435989545
0.2142211043913687,0.49053834283297304,-0.2250215900567739,0.2566071822920895,-0.23936845773670395
-0.17142390801981472,0.11275414340675083,0.05943700142287078,0.08504407537295339,0.2742864354908256
0.2972833651382117,-0.388113709505838,0.18759851463370336,-0.18141846593172936,-0.003965692246363561
